"model","horizon","cutoff","y","yhat","yhat_lower","yhat_upper"
"BSTS",4,"2023-12-01",11.9108085688577,11.192659256209,8.23421915952322,13.7257922343346
"BSTS",5,"2023-12-01",11.627396354856,10.7888955050858,7.62315338155651,14.2842047272356
"BSTS",6,"2023-12-01",11.639293763785,10.936218638711,7.3694276047192,14.1593589361598
"BSTS",1,"2024-06-01",12.143186092475,12.0744399867746,10.3959026888172,13.6196590013698
"BSTS",2,"2024-06-01",12.0113282437376,12.1718179987277,10.4158370189427,14.0146629131241
"BSTS",3,"2024-06-01",11.7129232067771,12.1329233462519,9.97244920109385,14.5895631901003
"BSTS",4,"2024-06-01",11.8197261072748,12.291548415621,9.4339467305748,14.9595269809456
"BSTS",5,"2024-06-01",12.1235493637751,12.6058669489784,9.76573503102576,15.4412743530508
"BSTS",6,"2024-06-01",12.4235682773318,13.6598651612665,10.1686894506427,17.0737941720863
"BSTS",1,"2024-12-01",12.4401996572018,12.0229588872131,10.2487735168664,13.7316208657557
"BSTS",2,"2024-12-01",12.3892979604783,12.0650252516401,10.0003346661148,13.9418269633703
"BSTS",3,"2024-12-01",12.34277774661,11.9498657722827,9.78588820070726,14.4510765987333
"BSTS",4,"2024-12-01",12.0702987403529,11.3142839029272,8.57074829501114,14.1158543833736
"BSTS",5,"2024-12-01",11.7974951991179,10.8853925556788,7.30094932996018,13.6584599810658
"BSTS",6,"2024-12-01",11.836753817808,10.9881617794197,6.84025149323448,14.6660864610047
"BSTS",1,"2025-06-01",12.2072919019349,12.3048857343152,10.756944809716,14.0213448971647
"BSTS",2,"2025-06-01",12.1972084745917,12.3687589309244,10.4917283036846,14.2416350528222
"BSTS",3,"2025-06-01",11.9764770746302,12.2995744044672,10.0308274279893,14.5967731982707
"BSTS",4,"2025-06-01",12.0148697662899,12.457679821692,9.75474250524593,15.2744705415274
"BSTS",5,"2025-06-01",12.2686060327296,12.8235479214712,9.92846072987108,16.0736335403847
"BSTS",6,"2025-06-01",12.4643053097567,13.7774545666104,9.87449204481469,17.262480383423
